iter	Logloss
0	0.4922192793
1	0.3597409527
2	0.2539350029
3	0.1821860314
4	0.1302411324
5	0.09269199803
6	0.06470193866
7	0.0451026786
8	0.03213342028
9	0.02363970094
10	0.01759762024
11	0.01388154348
12	0.01067920556
13	0.008154786036
14	0.007217749646
15	0.00573379158
16	0.004635818433
17	0.004199416313
18	0.003791175018
19	0.003218781903
20	0.002933815832
21	0.002557035171
22	0.002356428064
23	0.002114562684
24	0.00198836588
25	0.001801592798
26	0.001695409731
27	0.001506799664
28	0.001314143598
29	0.001226632961
30	0.001137321567
31	0.001052609678
32	0.0009780986748
33	0.0009199999018
34	0.0009097590362
35	0.0008991818879
36	0.0008506343115
37	0.0007918658247
38	0.0007638251125
39	0.0007427183711
40	0.0007237097918
41	0.0006936857083
42	0.00064919354
43	0.000649177864
44	0.000649177864
45	0.0006116193456
46	0.0005787448064
47	0.0005465465212
48	0.0005465465212
49	0.0005465465212
50	0.0005391265174
51	0.0005321465645
52	0.0005202413234
53	0.0005127280153
54	0.0004896880403
55	0.0004748781834
56	0.000472341365
57	0.0004698958724
58	0.0004639500814
59	0.0004608273828
60	0.0004582020702
61	0.0004461315605
62	0.0004464633601
63	0.0004438452698
64	0.0004438452698
65	0.0004438452698
66	0.0004284778718
67	0.0004245466317
68	0.0004138055506
69	0.0004095712008
70	0.0003948160247
71	0.0003945415729
72	0.0003947405215
73	0.0003825617947
74	0.0003717283785
75	0.0003718772133
76	0.000371830104
77	0.0003717019151
78	0.0003717019151
79	0.0003717019151
80	0.0003717019151
81	0.0003650388683
82	0.0003534514459
83	0.0003532931065
84	0.0003510856477
85	0.0003510856477
86	0.0003409417337
87	0.0003409417337
88	0.0003252983835
89	0.0003252983835
90	0.0003252670268
91	0.0003113944419
92	0.0003113609072
93	0.0003113392145
94	0.0003077090749
95	0.0003077120019
96	0.0003076589979
97	0.0003051779014
98	0.0003052368766
99	0.0002962952595
100	0.0002943130335
101	0.0002943527548
102	0.0002929223307
103	0.0002846070807
104	0.0002827602285
105	0.0002826522198
106	0.0002806190695
107	0.0002806819529
108	0.0002807097245
109	0.0002807097245
110	0.0002806554952
111	0.000278965785
112	0.0002789877204
113	0.0002789877204
114	0.0002789877204
115	0.000278961995
116	0.0002789091657
117	0.0002726535462
118	0.0002709311705
119	0.0002709306248
120	0.0002709306248
121	0.0002709306248
122	0.0002708632276
123	0.0002627220944
124	0.0002627220944
125	0.0002627220944
126	0.0002627615596
127	0.0002627289894
128	0.0002628319268
129	0.0002626966778
130	0.0002580751985
131	0.0002579410121
132	0.0002579410121
133	0.0002579410121
134	0.0002580446507
135	0.0002580666593
136	0.0002579934991
137	0.000253948203
138	0.0002539491091
139	0.0002541595216
140	0.0002539872173
141	0.00024997526
142	0.0002499054696
143	0.0002463678362
144	0.0002463678362
145	0.0002463678362
146	0.0002462660476
147	0.000246196227
148	0.000246230999
149	0.0002461013646
150	0.0002462259147
151	0.0002461244435
152	0.0002461244435
153	0.0002461244435
154	0.0002461244435
155	0.0002403136688
156	0.0002402021516
157	0.0002401241043
158	0.0002359079758
159	0.0002359692893
160	0.0002360206898
161	0.0002360206898
162	0.0002358931471
163	0.0002359221441
164	0.00023593799
165	0.0002304769547
166	0.0002254669444
167	0.0002255978687
168	0.0002255957124
169	0.000223624242
170	0.0002235901808
171	0.0002236010296
172	0.0002236010296
173	0.0002234901992
174	0.0002234901992
175	0.0002234901992
176	0.0002234901992
177	0.0002234901992
178	0.0002234901992
179	0.0002234901992
180	0.0002234901992
181	0.000223630096
182	0.000223630096
183	0.0002236124752
184	0.0002236124752
185	0.0002235483616
186	0.0002235894063
187	0.0002216286534
188	0.0002196914572
189	0.000219588381
190	0.0002195915617
191	0.0002178337635
192	0.0002177529377
193	0.0002177529377
194	0.0002177529377
195	0.0002177529377
196	0.0002177529377
197	0.0002177529377
198	0.0002177529377
199	0.0002177529377
200	0.0002177529377
201	0.0002177529377
202	0.0002177529377
203	0.0002177529377
204	0.0002177529377
205	0.0002177529377
206	0.0002177529377
207	0.0002177529377
208	0.0002177529377
209	0.0002177529377
210	0.0002177529377
211	0.0002177529377
212	0.0002162147068
213	0.0002163862523
214	0.0002164193864
215	0.0002164233832
216	0.0002163084153
217	0.0002163961553
218	0.0002164597912
219	0.00021627688
220	0.0002163571353
221	0.0002162897262
222	0.0002163043491
223	0.0002163082597
224	0.0002161771678
225	0.000216242143
226	0.0002161383727
227	0.0002161866715
228	0.0002162029769
229	0.0002163067639
230	0.0002162395726
231	0.0002162945702
232	0.0002162574959
233	0.0002162811989
234	0.0002161332679
235	0.0002161891486
236	0.0002161102445
237	0.0002162768886
238	0.0002161826006
239	0.0002162406137
240	0.0002161541851
241	0.0002161940356
242	0.0002161419818
243	0.0002161884952
244	0.0002160730975
245	0.0002162922908
246	0.0002161904214
247	0.0002161670367
248	0.0002160581807
249	0.0002162354007
250	0.0002161703705
251	0.0002161433791
252	0.0002162511557
253	0.0002160619621
254	0.0002161954521
255	0.000216247503
256	0.0002160862916
257	0.000216097789
258	0.0002161612803
259	0.0002160249414
260	0.0002161304592
261	0.0002162042919
262	0.0002161483394
263	0.0002159639204
264	0.0002159691492
265	0.0002161795042
266	0.0002160774739
267	0.00021602329
268	0.0002161365664
269	0.00021599879
270	0.0002161661114
271	0.0002160248887
272	0.0002160380733
273	0.0002161456895
274	0.0002160154975
275	0.0002160880724
276	0.0002161254483
277	0.0002160894509
278	0.0002159575501
279	0.0002159044839
280	0.000216005667
281	0.0002159805639
282	0.0002160454289
283	0.0002160454289
284	0.0002160454289
285	0.0002160454289
286	0.0002160454289
287	0.0002160454289
288	0.0002160454289
289	0.0002160454289
290	0.0002160454289
291	0.0002160454289
292	0.0002160454289
293	0.0002160454289
294	0.0002160454289
295	0.0002160454289
296	0.0002160454289
297	0.0002160454289
298	0.0002160454289
299	0.0002160454289
300	0.0002160454289
301	0.0002160454289
302	0.0002160454289
303	0.0002160454289
304	0.0002160454289
305	0.0002160454289
306	0.0002160454289
307	0.0002160454289
